product_code,type_name,stock_group,description,web_description,long_description,image_url,condition_au,condition_nz,availability_au,availability_nz,roundel_icon,coming_soon
Z257,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_uqo96n844h5d986o13bkrlct1c/S304x225,A,A,In Stock,In Stock,Performance,
Z259,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_cv5f8kpvv154v5ut8vldujos6c/S304x225,A,A,In Stock,In Stock,Performance,
Z262,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_2n7h2rcj894171s39gqc9nus00/S304x225,A,A,In Stock,In Stock,Performance,
Z263,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_hfncalqo117k9ekngb30vkrh1j/S304x225,A,A,In Stock,Low Stock,Performance,
Z276,HEAVY DUTY COOLANT FILTER,RZHW,Ryco Heavy Duty Coolant Filter,Ryco Coolant Filter,"Ryco Coolant Filters help control rust, scale and acid build too maintain the quality and effectiveness of engine cooling systems",https://cdn.firstss.com.au/image/266919372011/image_mmr1n140vt09r2ii0dk8bthg31/S304x225,A,A,In Stock,In Stock,Performance,
Z282,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Hydraulic Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_4e6t18hq0t7jn8842hcbmunc60/S304x225,A,A,In Stock,In Stock,Performance,
Z285,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.rycofilters.com/ryco/Files/image-not-available-icon.svg,I,I,No Stock,No Stock,Performance,
Z292,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Hydraulic Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_8n2kr30s5l685adlpbr7kuf138/S304x225,A,A,In Stock,In Stock,Performance,
Z30,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_mkcrp1u4gt5vb4q1g8giglc26o/S304x225,A,A,In Stock,In Stock,Performance,
Z303,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_a8fs21nrvt7qbdsm90huj5d278/S304x225,A,A,In Stock,In Stock,Performance,
Z304,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_dl8ar03md12f37cpqpivd2gr6f/S304x225,A,A,In Stock,In Stock,Performance,
Z305,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.rycofilters.com/ryco/Files/image-not-available-icon.svg,I,I,No Stock,No Stock,Performance,
Z306,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_n5rhb1o5957btd2cblbih8r72o/S304x225,A,A,In Stock,In Stock,Performance,
Z307,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_2u4spud8st64bb21rle0n5jg4a/S304x225,I,I,No Stock,No Stock,Performance,
Z308,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_i52n2q5qph1ih9l1rrqrtd465e/S304x225,A,A,In Stock,Low Stock,Performance,
Z309X,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_va2je843893hl3ek3j93us7f20/S304x225,A,A,In Stock,Low Stock,Performance,
Z30ST,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco SynTec Oil Filter,SynTec Oil Filters offer high efficiency filtration and peace of mind for vehicle enthusiasts,https://cdn.firstss.com.au/image/266919372011/image_88qqkat9193mj4vq0l7ak6v778/S304x225,A,A,In Stock,Low Stock,Performance,
Z310,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_vqnn0oq0210vn20d09j3pgk03s/S304x225,A,A,In Stock,Low Stock,Performance,
Z311,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_6vra9nsm494u70cgu05tb7687c/S304x225,A,A,In Stock,Low Stock,Performance,
Z312,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_3apcidm2h12b3e3obueis2nt2f/S304x225,A,A,In Stock,Low Stock,Performance,
Z313,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_mgs2milvst4mfemplul8o8vk3h/S304x225,A,A,In Stock,In Stock,Performance,
Z313ST,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco SynTec Oil Filter,SynTec Oil Filters offer high efficiency filtration and peace of mind for vehicle enthusiasts,https://cdn.firstss.com.au/image/266919372011/image_hdpbo4fhb17a90mlbnnnp2cc5j/S304x225,A,A,In Stock,In Stock,Performance,
Z314,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.rycofilters.com/ryco/Files/image-not-available-icon.svg,I,I,No Stock,No Stock,Performance,
Z316,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_84l3ae1n8d68964bti60k2ut3e/S304x225,A,I,In Stock,No Stock,Performance,
Z317,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_mltachcnip07l3iguk0mgllc42/S304x225,A,O,In Stock,Low Stock,Performance,
Z318,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_gpdl2fokcd1o9duhhei6nu6o0i/S304x225,A,A,In Stock,In Stock,Performance,
Z319,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_8kh44jttgt47bbvgsgfq6n9r7k/S304x225,A,A,In Stock,In Stock,Performance,
Z32,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_t1cg057evt1bf5e8fh7sc3447e/S304x225,A,A,In Stock,Low Stock,Performance,
Z321,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_0gdh6kfoc53t1e9bg0nlet927r/S304x225,A,A,In Stock,In Stock,Performance,
Z322,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_k9imm6gpl54sj6834l8ln8i92f/S304x225,A,A,In Stock,In Stock,Performance,
Z323,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.rycofilters.com/ryco/Files/image-not-available-icon.svg,I,O,No Stock,Low Stock,Performance,
Z325,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_koksq5q8ud1lh76cdenk7ihu2o/S304x225,A,I,In Stock,No Stock,Performance,
Z326,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_irka5va4gl501ep989i99nkc0t/S304x225,A,I,In Stock,No Stock,Performance,
Z327,AIR,RAIR,"Ryco Air Filters have excellent dust holding capacity retaining dust within the media’s ‘tortorus path’. They’re Designed to meet or exceed the OE expectation in the critical area's of efficiency, life and flow.",,,https://cdn.rycofilters.com/ryco/Files/image-not-available-icon.svg,I,I,No Stock,No Stock,Performance,
Z330,OIL,ROIL,"Ryco oil filters are designed to remove contaminants and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Oil Filter,"Ryco Oil Filters deliver a balance of efficiency, life and flow for optimal quality engine filtration",https://cdn.firstss.com.au/image/266919372011/image_1uegtp3qv55qp3er0ljj52926p/S304x225,A,A,In Stock,Low Stock,Performance,
Z332,FUEL,RFUE,"Ryco fuel filters are designed to remove contaminates and moisture from the fuel system and meet or exceed  OE alternatives in the critical area's of efficiency, life and flow.",Ryco Fuel Filter,"Ryco Fuel Filters deliver a balance of efficiency, life and flow for optimal quality fuel filtration",https://cdn.firstss.com.au/image/266919372011/image_cdlapepfvp6gv09tliem47vl5t/S304x225,A,A,In Stock,In Stock,Performance,
